ProductActivity__createdAt,Date,ProductActivity__shoeSize,ProductActivity__localAmount,
03/03/2019,2019-03-03,8.5,944,
02/03/2019,2019-03-02,8.5,933,
02/03/2019,2019-03-02,12,722,
01/03/2019,2019-03-01,10,815,
01/03/2019,2019-03-01,11,726,
28/02/2019,2019-02-28,8,810,
28/02/2019,2019-02-28,9.5,925,
28/02/2019,2019-02-28,10,815,
28/02/2019,2019-02-28,11.5,675,
28/02/2019,2019-02-28,12,735,
28/02/2019,2019-02-28,13,560,
27/02/2019,2019-02-27,8.5,830,
27/02/2019,2019-02-27,9.5,910,
26/02/2019,2019-02-26,9,919,
26/02/2019,2019-02-26,10,806,
26/02/2019,2019-02-26,10,810,
26/02/2019,2019-02-26,10.5,799,
26/02/2019,2019-02-26,12,600,
26/02/2019,2019-02-26,12,600,
26/02/2019,2019-02-26,13,515,
25/02/2019,2019-02-25,13,550,
25/02/2019,2019-02-25,13,550,
24/02/2019,2019-02-24,8,899,
24/02/2019,2019-02-24,8,800,
22/02/2019,2019-02-22,9,865,
22/02/2019,2019-02-22,10.5,800,
21/02/2019,2019-02-21,10,795,
20/02/2019,2019-02-20,11.5,582,
20/02/2019,2019-02-20,12,735,
19/02/2019,2019-02-19,10,720,
19/02/2019,2019-02-19,10.5,826,
19/02/2019,2019-02-19,11.5,630,
18/02/2019,2019-02-18,10,760,
18/02/2019,2019-02-18,10.5,850,
18/02/2019,2019-02-18,11.5,675,
17/02/2019,2019-02-17,9.5,890,
17/02/2019,2019-02-17,9.5,880,
17/02/2019,2019-02-17,12,631,
15/02/2019,2019-02-15,9,918,
15/02/2019,2019-02-15,11,795,
15/02/2019,2019-02-15,11,790,
14/02/2019,2019-02-14,7,950,
14/02/2019,2019-02-14,9,900,
14/02/2019,2019-02-14,9.5,885,
13/02/2019,2019-02-13,10.5,696,
13/02/2019,2019-02-13,13,520,
13/02/2019,2019-02-13,13,520,
12/02/2019,2019-02-12,9,890,
12/02/2019,2019-02-12,10.5,745,
11/02/2019,2019-02-11,8,875,
11/02/2019,2019-02-11,9.5,785,
11/02/2019,2019-02-11,11,793,
11/02/2019,2019-02-11,11.5,723,
11/02/2019,2019-02-11,12,592,
09/02/2019,2019-02-09,9.5,815,
09/02/2019,2019-02-09,10,770,
09/02/2019,2019-02-09,11,780,
08/02/2019,2019-02-08,10,690,
08/02/2019,2019-02-08,10,718,
08/02/2019,2019-02-08,11,650,
07/02/2019,2019-02-07,8.5,850,
07/02/2019,2019-02-07,9,802,
07/02/2019,2019-02-07,9,838,
07/02/2019,2019-02-07,12,639,
07/02/2019,2019-02-07,12,595,
06/02/2019,2019-02-06,9.5,800,
06/02/2019,2019-02-06,11,700,
06/02/2019,2019-02-06,13,525,
04/02/2019,2019-02-04,8.5,850,
04/02/2019,2019-02-04,9.5,807,
04/02/2019,2019-02-04,10.5,710,
03/02/2019,2019-02-03,10,730,
02/02/2019,2019-02-02,9,890,
02/02/2019,2019-02-02,11,779,
01/02/2019,2019-02-01,11,700,
01/02/2019,2019-02-01,12,650,
31/01/2019,2019-01-31,10.5,710,
31/01/2019,2019-01-31,11.5,615,
30/01/2019,2019-01-30,7.5,901,
30/01/2019,2019-01-30,10,791,
30/01/2019,2019-01-30,10,779,
30/01/2019,2019-01-30,12,610,
30/01/2019,2019-01-30,13,569,
29/01/2019,2019-01-29,10,735,
29/01/2019,2019-01-29,10.5,720,
29/01/2019,2019-01-29,11,687,
29/01/2019,2019-01-29,14,485,
28/01/2019,2019-01-28,13,569,
27/01/2019,2019-01-27,8.5,760,
27/01/2019,2019-01-27,9.5,750,
26/01/2019,2019-01-26,11,690,
26/01/2019,2019-01-26,12,609,
26/01/2019,2019-01-26,14,480,
25/01/2019,2019-01-25,11.5,625,
25/01/2019,2019-01-25,12,590,
24/01/2019,2019-01-24,10.5,737,
23/01/2019,2019-01-23,7.5,802,
23/01/2019,2019-01-23,8,880,
23/01/2019,2019-01-23,9,909,
23/01/2019,2019-01-23,9.5,875,
23/01/2019,2019-01-23,9.5,850,
23/01/2019,2019-01-23,10,788,
23/01/2019,2019-01-23,10.5,740,
23/01/2019,2019-01-23,11,625,
22/01/2019,2019-01-22,8.5,936,
22/01/2019,2019-01-22,8.5,850,
22/01/2019,2019-01-22,13,569,
19/01/2019,2019-01-19,10,745,
19/01/2019,2019-01-19,10,722,
18/01/2019,2019-01-18,9,910,
18/01/2019,2019-01-18,12,582,
17/01/2019,2019-01-17,8,865,
17/01/2019,2019-01-17,8.5,895,
16/01/2019,2019-01-16,11.5,600,
15/01/2019,2019-01-15,10.5,700,
15/01/2019,2019-01-15,11.5,599,
15/01/2019,2019-01-15,14,506,
14/01/2019,2019-01-14,9.5,815,
14/01/2019,2019-01-14,10,740,
14/01/2019,2019-01-14,11,590,
13/01/2019,2019-01-13,9,909,
13/01/2019,2019-01-13,11.5,682,
12/01/2019,2019-01-12,13,501,
12/01/2019,2019-01-12,15,440,
11/01/2019,2019-01-11,7.5,720,
11/01/2019,2019-01-11,10,687,
10/01/2019,2019-01-10,8,874,
10/01/2019,2019-01-10,9,900,
10/01/2019,2019-01-10,9,710,
10/01/2019,2019-01-10,12,591,
09/01/2019,2019-01-09,9.5,785,
09/01/2019,2019-01-09,10.5,620,
09/01/2019,2019-01-09,11.5,679,
08/01/2019,2019-01-08,9,918,
08/01/2019,2019-01-08,10,715,
07/01/2019,2019-01-07,8.5,925,
07/01/2019,2019-01-07,12,599,
07/01/2019,2019-01-07,13,675,
06/01/2019,2019-01-06,8,870,
06/01/2019,2019-01-06,9.5,875,
06/01/2019,2019-01-06,11.5,649,
05/01/2019,2019-01-05,13,617,
04/01/2019,2019-01-04,7.5,905,
04/01/2019,2019-01-04,9,918,
04/01/2019,2019-01-04,9.5,873,
04/01/2019,2019-01-04,9.5,870,
04/01/2019,2019-01-04,11,570,
04/01/2019,2019-01-04,11,685,
03/01/2019,2019-01-03,11,681,
03/01/2019,2019-01-03,11,665,
03/01/2019,2019-01-03,11,664,
03/01/2019,2019-01-03,13,626,
03/01/2019,2019-01-03,13,625,
02/01/2019,2019-01-02,10,680,
02/01/2019,2019-01-02,11.5,630,
01/01/2019,2019-01-01,12,591,
31/12/2018,2018-12-31,10,700,
31/12/2018,2018-12-31,13,624,
30/12/2018,2018-12-30,12,600,
29/12/2018,2018-12-29,11,585,
28/12/2018,2018-12-28,8.5,935,
28/12/2018,2018-12-28,8.5,800,
27/12/2018,2018-12-27,9,900,
27/12/2018,2018-12-27,13,550,
26/12/2018,2018-12-26,10,685,
26/12/2018,2018-12-26,11.5,669,
25/12/2018,2018-12-25,8.5,945,
25/12/2018,2018-12-25,10,685,
25/12/2018,2018-12-25,11,679,
25/12/2018,2018-12-25,14,520,
24/12/2018,2018-12-24,10,684,
24/12/2018,2018-12-24,13,550,
23/12/2018,2018-12-23,10,690,
22/12/2018,2018-12-22,11,680,
22/12/2018,2018-12-22,13,549,
21/12/2018,2018-12-21,12,540,
21/12/2018,2018-12-21,13,475,
20/12/2018,2018-12-20,12,545,
19/12/2018,2018-12-19,13,517,
18/12/2018,2018-12-18,9.5,870,
18/12/2018,2018-12-18,10,784,
18/12/2018,2018-12-18,10,750,
18/12/2018,2018-12-18,13,475,
17/12/2018,2018-12-17,12,547,
16/12/2018,2018-12-16,10,784,
13/12/2018,2018-12-13,7.5,900,
13/12/2018,2018-12-13,11,682,
13/12/2018,2018-12-13,12,549,
13/12/2018,2018-12-13,13,515,
12/12/2018,2018-12-12,10,745,
12/12/2018,2018-12-12,12,519,
12/12/2018,2018-12-12,13,490,
11/12/2018,2018-12-11,9,900,
11/12/2018,2018-12-11,10,705,
11/12/2018,2018-12-11,11,580,
10/12/2018,2018-12-10,8,853,
10/12/2018,2018-12-10,14,450,
08/12/2018,2018-12-08,9,935,
08/12/2018,2018-12-08,9,915,
08/12/2018,2018-12-08,11,600,
07/12/2018,2018-12-07,9.5,875,
06/12/2018,2018-12-06,8.5,936,
05/12/2018,2018-12-05,9.5,840,
05/12/2018,2018-12-05,11.5,609,
05/12/2018,2018-12-05,12,550,
04/12/2018,2018-12-04,12,520,
03/12/2018,2018-12-03,8,935,
03/12/2018,2018-12-03,11,721,
03/12/2018,2018-12-03,11.5,517,
02/12/2018,2018-12-02,11.5,609,
01/12/2018,2018-12-01,13,490,
30/11/2018,2018-11-30,11,697,
29/11/2018,2018-11-29,7,715,
29/11/2018,2018-11-29,11.5,502,
29/11/2018,2018-11-29,11.5,511,
28/11/2018,2018-11-28,13,452,
27/11/2018,2018-11-27,9,750,
27/11/2018,2018-11-27,11.5,500,
27/11/2018,2018-11-27,14,500,
27/11/2018,2018-11-27,14,501,
26/11/2018,2018-11-26,9.5,830,
26/11/2018,2018-11-26,12,529,
25/11/2018,2018-11-25,8,980,
25/11/2018,2018-11-25,9,911,
24/11/2018,2018-11-24,11,675,
24/11/2018,2018-11-24,15,445,
23/11/2018,2018-11-23,11,660,
23/11/2018,2018-11-23,12,549,
20/11/2018,2018-11-20,11.5,563,
20/11/2018,2018-11-20,12,545,
19/11/2018,2018-11-19,9,716,
19/11/2018,2018-11-19,11.5,557,
16/11/2018,2018-11-16,9.5,850,
15/11/2018,2018-11-15,9.5,841,
15/11/2018,2018-11-15,9.5,760,
15/11/2018,2018-11-15,11,649,
14/11/2018,2018-11-14,9,906,
14/11/2018,2018-11-14,11.5,500,
12/11/2018,2018-11-12,8,960,
12/11/2018,2018-11-12,9.5,775,
12/11/2018,2018-11-12,11.5,562,
12/11/2018,2018-11-12,12,511,
09/11/2018,2018-11-09,9,910,
09/11/2018,2018-11-09,12,570,
09/11/2018,2018-11-09,13,540,
08/11/2018,2018-11-08,9.5,728,
08/11/2018,2018-11-08,9.5,721,
06/11/2018,2018-11-06,8,995,
06/11/2018,2018-11-06,8.5,790,
06/11/2018,2018-11-06,9,700,
06/11/2018,2018-11-06,12,535,
05/11/2018,2018-11-05,13,493,
04/11/2018,2018-11-04,8.5,1000,
04/11/2018,2018-11-04,9,901,
04/11/2018,2018-11-04,9,860,
04/11/2018,2018-11-04,13,539,
03/11/2018,2018-11-03,11.5,565,
01/11/2018,2018-11-01,11.5,485,
01/11/2018,2018-11-01,11.5,480,
01/11/2018,2018-11-01,12,515,
01/11/2018,2018-11-01,12,500,
31/10/2018,2018-10-31,12,511,
31/10/2018,2018-10-31,14,420,
30/10/2018,2018-10-30,9,780,
29/10/2018,2018-10-29,9.5,795,
29/10/2018,2018-10-29,12,537,
28/10/2018,2018-10-28,8,980,
28/10/2018,2018-10-28,9.5,750,
28/10/2018,2018-10-28,11.5,525,
28/10/2018,2018-10-28,13,530,
26/10/2018,2018-10-26,9,794,
26/10/2018,2018-10-26,14,474,
26/10/2018,2018-10-26,14,470,
25/10/2018,2018-10-25,9.5,820,
25/10/2018,2018-10-25,12,480,
25/10/2018,2018-10-25,14,420,
24/10/2018,2018-10-24,12,490,
23/10/2018,2018-10-23,8,890,
23/10/2018,2018-10-23,9,859,
23/10/2018,2018-10-23,12,496,
22/10/2018,2018-10-22,9.5,816,
22/10/2018,2018-10-22,11.5,520,
19/10/2018,2018-10-19,8,900,
19/10/2018,2018-10-19,13,493,
18/10/2018,2018-10-18,8.5,880,
18/10/2018,2018-10-18,9,850,
18/10/2018,2018-10-18,9.5,817,
18/10/2018,2018-10-18,9.5,860,
17/10/2018,2018-10-17,12,540,
16/10/2018,2018-10-16,9.5,870,
15/10/2018,2018-10-15,8,800,
13/10/2018,2018-10-13,12,550,
11/10/2018,2018-10-11,11.5,570,
11/10/2018,2018-10-11,12,549,
11/10/2018,2018-10-11,13,465,
09/10/2018,2018-10-09,9.5,771,
09/10/2018,2018-10-09,9.5,775,
09/10/2018,2018-10-09,13,490,
05/10/2018,2018-10-05,13,495,
04/10/2018,2018-10-04,8.5,850,
03/10/2018,2018-10-03,12,548,
03/10/2018,2018-10-03,12,520,
03/10/2018,2018-10-03,15,545,
02/10/2018,2018-10-02,9.5,840,
02/10/2018,2018-10-02,11.5,590,
01/10/2018,2018-10-01,8,900,
01/10/2018,2018-10-01,9,925,
01/10/2018,2018-10-01,9.5,777,
01/10/2018,2018-10-01,13,475,
30/09/2018,2018-09-30,9,855,
29/09/2018,2018-09-29,15,445,
28/09/2018,2018-09-28,8,850,
28/09/2018,2018-09-28,9.5,795,
28/09/2018,2018-09-28,12,510,
26/09/2018,2018-09-26,8,855,
26/09/2018,2018-09-26,13,490,
25/09/2018,2018-09-25,8.5,900,
25/09/2018,2018-09-25,9.5,850,
25/09/2018,2018-09-25,9.5,830,
24/09/2018,2018-09-24,9.5,799,
24/09/2018,2018-09-24,9.5,773,
24/09/2018,2018-09-24,12,515,
24/09/2018,2018-09-24,13,485,
22/09/2018,2018-09-22,12,500,
22/09/2018,2018-09-22,13,463,
20/09/2018,2018-09-20,8.5,850,
19/09/2018,2018-09-19,9.5,800,
17/09/2018,2018-09-17,9.5,770,
17/09/2018,2018-09-17,9.5,775,
17/09/2018,2018-09-17,9.5,776,
16/09/2018,2018-09-16,9,801,
15/09/2018,2018-09-15,9,820,
15/09/2018,2018-09-15,11.5,570,
14/09/2018,2018-09-14,8.5,782,
14/09/2018,2018-09-14,12,555,
13/09/2018,2018-09-13,7,800,
11/09/2018,2018-09-11,9,820,
11/09/2018,2018-09-11,12,585,
10/09/2018,2018-09-10,8.5,900,
10/09/2018,2018-09-10,9,793,
10/09/2018,2018-09-10,12,585,
09/09/2018,2018-09-09,9.5,795,
09/09/2018,2018-09-09,9.5,777,
09/09/2018,2018-09-09,13,455,
08/09/2018,2018-09-08,9.5,765,
08/09/2018,2018-09-08,12,520,
06/09/2018,2018-09-06,7.5,713,
06/09/2018,2018-09-06,8,778,
06/09/2018,2018-09-06,8.5,895,
06/09/2018,2018-09-06,9,795,
06/09/2018,2018-09-06,11.5,575,
05/09/2018,2018-09-05,8.5,821,
05/09/2018,2018-09-05,9.5,739,
03/09/2018,2018-09-03,8,820,
03/09/2018,2018-09-03,9.5,800,
02/09/2018,2018-09-02,9,820,
01/09/2018,2018-09-01,9.5,795,
01/09/2018,2018-09-01,9.5,760,
01/09/2018,2018-09-01,9.5,740,
31/08/2018,2018-08-31,11.5,566,
30/08/2018,2018-08-30,12,551,
29/08/2018,2018-08-29,8,820,
29/08/2018,2018-08-29,12,485,
28/08/2018,2018-08-28,8,930,
28/08/2018,2018-08-28,8.5,815,
28/08/2018,2018-08-28,12,500,
27/08/2018,2018-08-27,8,875,
27/08/2018,2018-08-27,13,470,
26/08/2018,2018-08-26,9.5,775,
26/08/2018,2018-08-26,12,520,
26/08/2018,2018-08-26,12,514,
24/08/2018,2018-08-24,9.5,775,
24/08/2018,2018-08-24,13,469,
23/08/2018,2018-08-23,13,469,
22/08/2018,2018-08-22,12,500,
21/08/2018,2018-08-21,9,845,
21/08/2018,2018-08-21,13,465,
20/08/2018,2018-08-20,8.5,800,
20/08/2018,2018-08-20,9.5,691,
19/08/2018,2018-08-19,9.5,799,
18/08/2018,2018-08-18,9.5,796,
17/08/2018,2018-08-17,8,750,
17/08/2018,2018-08-17,8.5,750,
17/08/2018,2018-08-17,9.5,675,
16/08/2018,2018-08-16,8,749,
15/08/2018,2018-08-15,11.5,550,
15/08/2018,2018-08-15,14,495,
14/08/2018,2018-08-14,8,740,
13/08/2018,2018-08-13,8,706,
13/08/2018,2018-08-13,8,720,
12/08/2018,2018-08-12,8.5,775,
10/08/2018,2018-08-10,9.5,710,
10/08/2018,2018-08-10,9.5,710,
10/08/2018,2018-08-10,13,435,
09/08/2018,2018-08-09,11.5,556,
09/08/2018,2018-08-09,16,398,
08/08/2018,2018-08-08,9,750,
08/08/2018,2018-08-08,9.5,715,
07/08/2018,2018-08-07,13,420,
03/08/2018,2018-08-03,8,799,
02/08/2018,2018-08-02,9,690,
02/08/2018,2018-08-02,12,511,
01/08/2018,2018-08-01,8.5,755,
01/08/2018,2018-08-01,9,745,
31/07/2018,2018-07-31,9,746,
31/07/2018,2018-07-31,9,750,
30/07/2018,2018-07-30,9.5,720,
28/07/2018,2018-07-28,9,750,
28/07/2018,2018-07-28,11.5,569,
28/07/2018,2018-07-28,13,474,
27/07/2018,2018-07-27,9,745,
27/07/2018,2018-07-27,9.5,690,
27/07/2018,2018-07-27,13,470,
24/07/2018,2018-07-24,9.5,785,
21/07/2018,2018-07-21,7.5,700,
21/07/2018,2018-07-21,13,470,
19/07/2018,2018-07-19,9,750,
19/07/2018,2018-07-19,9.5,750,
19/07/2018,2018-07-19,9.5,740,
19/07/2018,2018-07-19,11.5,550,
18/07/2018,2018-07-18,7.5,659,
17/07/2018,2018-07-17,8.5,800,
17/07/2018,2018-07-17,11.5,530,
17/07/2018,2018-07-17,12,550,
14/07/2018,2018-07-14,14,457,
10/07/2018,2018-07-10,9,695,
07/07/2018,2018-07-07,9.5,750,
07/07/2018,2018-07-07,11.5,542,
07/07/2018,2018-07-07,12,555,
07/07/2018,2018-07-07,13,465,
06/07/2018,2018-07-06,14,475,
05/07/2018,2018-07-05,8,769,
03/07/2018,2018-07-03,8.5,900,
30/06/2018,2018-06-30,7.5,700,
29/06/2018,2018-06-29,9,800,
26/06/2018,2018-06-26,9,800,
25/06/2018,2018-06-25,9.5,780,
25/06/2018,2018-06-25,11.5,501,
24/06/2018,2018-06-24,9.5,750,
24/06/2018,2018-06-24,11.5,520,
22/06/2018,2018-06-22,11.5,560,
21/06/2018,2018-06-21,9,738,
21/06/2018,2018-06-21,9.5,715,
21/06/2018,2018-06-21,9.5,636,
21/06/2018,2018-06-21,13,475,
20/06/2018,2018-06-20,8.5,788,
19/06/2018,2018-06-19,9,730,
19/06/2018,2018-06-19,13,400,
18/06/2018,2018-06-18,11.5,550,
18/06/2018,2018-06-18,12,533,
16/06/2018,2018-06-16,8.5,750,
16/06/2018,2018-06-16,12,532,
13/06/2018,2018-06-13,7.5,745,
13/06/2018,2018-06-13,9,700,
08/06/2018,2018-06-08,11.5,572,
06/06/2018,2018-06-06,8,775,
05/06/2018,2018-06-05,12,535,
04/06/2018,2018-06-04,9,684,
03/06/2018,2018-06-03,13,490,
02/06/2018,2018-06-02,13,520,
02/06/2018,2018-06-02,13,475,
01/06/2018,2018-06-01,9,789,
31/05/2018,2018-05-31,8,725,
31/05/2018,2018-05-31,8.5,731,
31/05/2018,2018-05-31,11.5,525,
31/05/2018,2018-05-31,12,535,
30/05/2018,2018-05-30,12,501,
30/05/2018,2018-05-30,12,526,
30/05/2018,2018-05-30,14,535,
29/05/2018,2018-05-29,13,500,
26/05/2018,2018-05-26,13,450,
25/05/2018,2018-05-25,9,705,
25/05/2018,2018-05-25,13,456,
22/05/2018,2018-05-22,7.5,650,
21/05/2018,2018-05-21,9,745,
21/05/2018,2018-05-21,11.5,550,
21/05/2018,2018-05-21,13,450,
20/05/2018,2018-05-20,11.5,520,
20/05/2018,2018-05-20,12,525,
18/05/2018,2018-05-18,13,445,
17/05/2018,2018-05-17,8.5,730,
17/05/2018,2018-05-17,13,440,
17/05/2018,2018-05-17,16,410,
16/05/2018,2018-05-16,12,520,
14/05/2018,2018-05-14,12,483,
11/05/2018,2018-05-11,9,755,
11/05/2018,2018-05-11,12,512,
11/05/2018,2018-05-11,13,415,
10/05/2018,2018-05-10,8.5,710,
08/05/2018,2018-05-08,11.5,560,
08/05/2018,2018-05-08,12,561,
07/05/2018,2018-05-07,9,775,
07/05/2018,2018-05-07,9,725,
04/05/2018,2018-05-04,9,792,
04/05/2018,2018-05-04,12,556,
04/05/2018,2018-05-04,12,545,
04/05/2018,2018-05-04,12,545,
04/05/2018,2018-05-04,13,415,
02/05/2018,2018-05-02,9,721,
30/04/2018,2018-04-30,12,535,
27/04/2018,2018-04-27,12,543,
26/04/2018,2018-04-26,9,775,
24/04/2018,2018-04-24,8,725,
24/04/2018,2018-04-24,9,750,
23/04/2018,2018-04-23,13,490,
22/04/2018,2018-04-22,8,695,
21/04/2018,2018-04-21,13,460,
20/04/2018,2018-04-20,11.5,560,
19/04/2018,2018-04-19,9,700,
18/04/2018,2018-04-18,8,750,
18/04/2018,2018-04-18,11.5,560,
18/04/2018,2018-04-18,12,500,
17/04/2018,2018-04-17,9,710,
17/04/2018,2018-04-17,12,481,
14/04/2018,2018-04-14,8,744,
14/04/2018,2018-04-14,8.5,830,
13/04/2018,2018-04-13,9,745,
13/04/2018,2018-04-13,12,480,
12/04/2018,2018-04-12,8,725,
11/04/2018,2018-04-11,9,720,
11/04/2018,2018-04-11,18,193,
10/04/2018,2018-04-10,13,420,
10/04/2018,2018-04-10,13,485,
09/04/2018,2018-04-09,11.5,505,
09/04/2018,2018-04-09,12,436,
08/04/2018,2018-04-08,8,694,
08/04/2018,2018-04-08,9,705,
06/04/2018,2018-04-06,7.5,740,
06/04/2018,2018-04-06,14,535,
05/04/2018,2018-04-05,8.5,795,
04/04/2018,2018-04-04,9,682,
04/04/2018,2018-04-04,11.5,485,
03/04/2018,2018-04-03,9,745,
03/04/2018,2018-04-03,14,540,
02/04/2018,2018-04-02,9,740,
02/04/2018,2018-04-02,13,470,
02/04/2018,2018-04-02,15,570,
30/03/2018,2018-03-30,9,675,
29/03/2018,2018-03-29,8,660,
29/03/2018,2018-03-29,8.5,700,
29/03/2018,2018-03-29,11.5,472,
28/03/2018,2018-03-28,8.5,750,
28/03/2018,2018-03-28,9,710,
28/03/2018,2018-03-28,13,480,
27/03/2018,2018-03-27,9,730,
26/03/2018,2018-03-26,14,465,
25/03/2018,2018-03-25,8,719,
25/03/2018,2018-03-25,12,475,
25/03/2018,2018-03-25,12,474,
25/03/2018,2018-03-25,13,488,
25/03/2018,2018-03-25,15,350,
24/03/2018,2018-03-24,8,662,
24/03/2018,2018-03-24,9,739,
22/03/2018,2018-03-22,8,671,
20/03/2018,2018-03-20,12,461,
19/03/2018,2018-03-19,9,721,
18/03/2018,2018-03-18,7.5,586,
18/03/2018,2018-03-18,9,735,
13/03/2018,2018-03-13,9,717,
13/03/2018,2018-03-13,11.5,550,
13/03/2018,2018-03-13,13,475,
12/03/2018,2018-03-12,11.5,550,
10/03/2018,2018-03-10,9,685,
07/03/2018,2018-03-07,11.5,550,
06/03/2018,2018-03-06,12,519,
