ProductActivity__createdAt,Date,ProductActivity__shoeSize,ProductActivity__localAmount,
05/03/2018,2018-03-05,9,660,
05/03/2018,2018-03-05,12,465,
03/03/2018,2018-03-03,8,661,
03/03/2018,2018-03-03,11.5,530,
03/03/2018,2018-03-03,12,480,
02/03/2018,2018-03-02,12,465,
02/03/2018,2018-03-02,14,406,
01/03/2018,2018-03-01,8.5,700,
28/02/2018,2018-02-28,11.5,510,
28/02/2018,2018-02-28,13,490,
27/02/2018,2018-02-27,9,625,
25/02/2018,2018-02-25,11.5,500,
25/02/2018,2018-02-25,13,521,
24/02/2018,2018-02-24,8.5,700,
24/02/2018,2018-02-24,9,580,
24/02/2018,2018-02-24,14,500,
22/02/2018,2018-02-22,8,660,
22/02/2018,2018-02-22,11.5,495,
21/02/2018,2018-02-21,8,760,
21/02/2018,2018-02-21,12,483,
20/02/2018,2018-02-20,13,415,
19/02/2018,2018-02-19,9,680,
19/02/2018,2018-02-19,13,400,
18/02/2018,2018-02-18,9,620,
18/02/2018,2018-02-18,9,615,
18/02/2018,2018-02-18,9,612,
16/02/2018,2018-02-16,8.5,700,
16/02/2018,2018-02-16,12,400,
14/02/2018,2018-02-14,11.5,515,
13/02/2018,2018-02-13,11.5,455,
13/02/2018,2018-02-13,14,405,
12/02/2018,2018-02-12,12,425,
12/02/2018,2018-02-12,12,450,
11/02/2018,2018-02-11,8.5,665,
10/02/2018,2018-02-10,9,625,
10/02/2018,2018-02-10,12,435,
09/02/2018,2018-02-09,8,665,
08/02/2018,2018-02-08,12,445,
04/02/2018,2018-02-04,9,612,
03/02/2018,2018-02-03,13,389,
02/02/2018,2018-02-02,7.5,750,
02/02/2018,2018-02-02,8,561,
02/02/2018,2018-02-02,13,388,
01/02/2018,2018-02-01,18,275,
29/01/2018,2018-01-29,9,650,
29/01/2018,2018-01-29,12,469,
29/01/2018,2018-01-29,13,360,
27/01/2018,2018-01-27,12,480,
27/01/2018,2018-01-27,13,365,
26/01/2018,2018-01-26,7.5,650,
25/01/2018,2018-01-25,8.5,650,
25/01/2018,2018-01-25,8.5,604,
25/01/2018,2018-01-25,13,376,
25/01/2018,2018-01-25,14,400,
24/01/2018,2018-01-24,8.5,640,
24/01/2018,2018-01-24,8.5,630,
23/01/2018,2018-01-23,7,625,
23/01/2018,2018-01-23,8,760,
23/01/2018,2018-01-23,8,670,
23/01/2018,2018-01-23,9,610,
23/01/2018,2018-01-23,11.5,452,
23/01/2018,2018-01-23,12,460,
23/01/2018,2018-01-23,13,366,
22/01/2018,2018-01-22,9,750,
22/01/2018,2018-01-22,13,365,
21/01/2018,2018-01-21,9,575,
20/01/2018,2018-01-20,12,475,
19/01/2018,2018-01-19,13,390,
18/01/2018,2018-01-18,8,760,
18/01/2018,2018-01-18,8.5,630,
18/01/2018,2018-01-18,8.5,620,
18/01/2018,2018-01-18,9,570,
18/01/2018,2018-01-18,12,515,
18/01/2018,2018-01-18,13,370,
17/01/2018,2018-01-17,8.5,585,
17/01/2018,2018-01-17,9,600,
16/01/2018,2018-01-16,8.5,700,
15/01/2018,2018-01-15,8.5,650,
15/01/2018,2018-01-15,11.5,460,
15/01/2018,2018-01-15,12,479,
14/01/2018,2018-01-14,9,750,
14/01/2018,2018-01-14,9,750,
14/01/2018,2018-01-14,13,402,
13/01/2018,2018-01-13,12,481,
12/01/2018,2018-01-12,12,490,
08/01/2018,2018-01-08,8.5,550,
08/01/2018,2018-01-08,9,520,
07/01/2018,2018-01-07,9,750,
06/01/2018,2018-01-06,8.5,803,
04/01/2018,2018-01-04,12,436,
02/01/2018,2018-01-02,11.5,400,
02/01/2018,2018-01-02,13,400,
01/01/2018,2018-01-01,8,600,
31/12/2017,2017-12-31,11.5,650,
29/12/2017,2017-12-29,8,760,
28/12/2017,2017-12-28,13,390,
27/12/2017,2017-12-27,11.5,614,
27/12/2017,2017-12-27,13,563,
26/12/2017,2017-12-26,13,370,
24/12/2017,2017-12-24,8,589,
23/12/2017,2017-12-23,11.5,605,
21/12/2017,2017-12-21,8,500,
21/12/2017,2017-12-21,11.5,605,
21/12/2017,2017-12-21,13,573,
20/12/2017,2017-12-20,8,575,
20/12/2017,2017-12-20,13,370,
19/12/2017,2017-12-19,8,550,
19/12/2017,2017-12-19,11.5,398,
19/12/2017,2017-12-19,11.5,450,
19/12/2017,2017-12-19,13,550,
18/12/2017,2017-12-18,7,550,
18/12/2017,2017-12-18,8,540,
14/12/2017,2017-12-14,13,550,
14/12/2017,2017-12-14,13,325,
13/12/2017,2017-12-13,8.5,625,
12/12/2017,2017-12-12,8,525,
12/12/2017,2017-12-12,8.5,700,
12/12/2017,2017-12-12,11.5,396,
12/12/2017,2017-12-12,13,325,
11/12/2017,2017-12-11,7.5,456,
11/12/2017,2017-12-11,11.5,430,
11/12/2017,2017-12-11,13,550,
11/12/2017,2017-12-11,15,470,
11/12/2017,2017-12-11,16,380,
10/12/2017,2017-12-10,11.5,425,
08/12/2017,2017-12-08,13,330,
07/12/2017,2017-12-07,13,350,
06/12/2017,2017-12-06,8,524,
05/12/2017,2017-12-05,13,341,
05/12/2017,2017-12-05,13,540,
04/12/2017,2017-12-04,8,777,
04/12/2017,2017-12-04,13,350,
04/12/2017,2017-12-04,13,475,
03/12/2017,2017-12-03,7.5,750,
02/12/2017,2017-12-02,13,375,
01/12/2017,2017-12-01,8.5,619,
30/11/2017,2017-11-30,11.5,420,
28/11/2017,2017-11-28,11.5,429,
27/11/2017,2017-11-27,11.5,420,
26/11/2017,2017-11-26,11.5,605,
26/11/2017,2017-11-26,11.5,605,
24/11/2017,2017-11-24,7.5,663,
24/11/2017,2017-11-24,11.5,400,
24/11/2017,2017-11-24,13,350,
21/11/2017,2017-11-21,8.5,475,
21/11/2017,2017-11-21,16,500,
20/11/2017,2017-11-20,13,550,
19/11/2017,2017-11-19,7.5,670,
19/11/2017,2017-11-19,8.5,835,
19/11/2017,2017-11-19,13,405,
19/11/2017,2017-11-19,14,365,
18/11/2017,2017-11-18,8,470,
18/11/2017,2017-11-18,8.5,650,
18/11/2017,2017-11-18,11.5,605,
17/11/2017,2017-11-17,8.5,574,
17/11/2017,2017-11-17,13,600,
14/11/2017,2017-11-14,11.5,475,
11/11/2017,2017-11-11,8,540,
11/11/2017,2017-11-11,11.5,460,
10/11/2017,2017-11-10,7.5,675,
05/11/2017,2017-11-05,7.5,558,
05/11/2017,2017-11-05,8.5,650,
03/11/2017,2017-11-03,8.5,565,
03/11/2017,2017-11-03,13,305,
03/11/2017,2017-11-03,13,331,
03/11/2017,2017-11-03,13,475,
01/11/2017,2017-11-01,7.5,487,
01/11/2017,2017-11-01,11.5,401,
01/11/2017,2017-11-01,14,310,
31/10/2017,2017-10-31,8.5,500,
31/10/2017,2017-10-31,13,335,
29/10/2017,2017-10-29,8.5,470,
28/10/2017,2017-10-28,14,600,
26/10/2017,2017-10-26,11.5,475,
25/10/2017,2017-10-25,13,350,
24/10/2017,2017-10-24,8.5,452,
24/10/2017,2017-10-24,13,471,
23/10/2017,2017-10-23,11.5,458,
23/10/2017,2017-10-23,13,350,
22/10/2017,2017-10-22,8.5,599,
22/10/2017,2017-10-22,11.5,425,
22/10/2017,2017-10-22,15,415,
20/10/2017,2017-10-20,8,624,
20/10/2017,2017-10-20,14,461,
17/10/2017,2017-10-17,11.5,400,
13/10/2017,2017-10-13,7.5,600,
13/10/2017,2017-10-13,18,450,
11/10/2017,2017-10-11,8,580,
11/10/2017,2017-10-11,11.5,400,
10/10/2017,2017-10-10,8,750,
10/10/2017,2017-10-10,8.5,500,
09/10/2017,2017-10-09,7,600,
09/10/2017,2017-10-09,11.5,405,
08/10/2017,2017-10-08,8,625,
06/10/2017,2017-10-06,8.5,493,
05/10/2017,2017-10-05,8,480,
29/09/2017,2017-09-29,11.5,420,
26/09/2017,2017-09-26,8,475,
25/09/2017,2017-09-25,7.5,460,
25/09/2017,2017-09-25,7.5,599,
25/09/2017,2017-09-25,8.5,438,
23/09/2017,2017-09-23,8.5,650,
22/09/2017,2017-09-22,7.5,525,
19/09/2017,2017-09-19,11.5,600,
14/09/2017,2017-09-14,8,625,
14/09/2017,2017-09-14,8.5,619,
11/09/2017,2017-09-11,11.5,455,
09/09/2017,2017-09-09,8.5,604,
09/09/2017,2017-09-09,11.5,410,
07/09/2017,2017-09-07,8.5,495,
06/09/2017,2017-09-06,8.5,573,
06/09/2017,2017-09-06,11.5,400,
04/09/2017,2017-09-04,8.5,600,
04/09/2017,2017-09-04,11.5,425,
03/09/2017,2017-09-03,8.5,495,
01/09/2017,2017-09-01,11.5,400,
29/08/2017,2017-08-29,8.5,480,
28/08/2017,2017-08-28,8,525,
28/08/2017,2017-08-28,8.5,548,
28/08/2017,2017-08-28,11.5,370,
27/08/2017,2017-08-27,8,500,
26/08/2017,2017-08-26,8.5,600,
26/08/2017,2017-08-26,8.5,600,
26/08/2017,2017-08-26,8.5,573,
25/08/2017,2017-08-25,8,430,
24/08/2017,2017-08-24,11.5,335,
24/08/2017,2017-08-24,11.5,360,
24/08/2017,2017-08-24,15,425,
23/08/2017,2017-08-23,14,320,
22/08/2017,2017-08-22,7.5,573,
21/08/2017,2017-08-21,8,599,
21/08/2017,2017-08-21,11.5,380,
16/08/2017,2017-08-16,11.5,387,
15/08/2017,2017-08-15,8.5,499,
14/08/2017,2017-08-14,8,525,
14/08/2017,2017-08-14,11.5,400,
11/08/2017,2017-08-11,8.5,600,
09/08/2017,2017-08-09,8,500,
09/08/2017,2017-08-09,8.5,566,
09/08/2017,2017-08-09,18,300,
08/08/2017,2017-08-08,8.5,600,
07/08/2017,2017-08-07,7.5,600,
05/08/2017,2017-08-05,11.5,522,
05/08/2017,2017-08-05,11.5,360,
04/08/2017,2017-08-04,7.5,495,
04/08/2017,2017-08-04,11.5,380,
02/08/2017,2017-08-02,8,411,
01/08/2017,2017-08-01,8,416,
31/07/2017,2017-07-31,15,599,
27/07/2017,2017-07-27,8.5,539,
26/07/2017,2017-07-26,7.5,550,
26/07/2017,2017-07-26,11.5,450,
25/07/2017,2017-07-25,8,475,
24/07/2017,2017-07-24,8.5,500,
24/07/2017,2017-07-24,11.5,385,
22/07/2017,2017-07-22,8.5,600,
22/07/2017,2017-07-22,8.5,430,
20/07/2017,2017-07-20,7.5,450,
20/07/2017,2017-07-20,11.5,400,
18/07/2017,2017-07-18,7.5,550,
18/07/2017,2017-07-18,14,450,
16/07/2017,2017-07-16,11.5,405,
14/07/2017,2017-07-14,8,575,
13/07/2017,2017-07-13,8,568,
11/07/2017,2017-07-11,11.5,450,
11/07/2017,2017-07-11,11.5,405,
09/07/2017,2017-07-09,8,550,
07/07/2017,2017-07-07,8.5,550,
07/07/2017,2017-07-07,8.5,500,
04/07/2017,2017-07-04,8.5,599,
03/07/2017,2017-07-03,7.5,573,
02/07/2017,2017-07-02,8.5,433,
02/07/2017,2017-07-02,15,450,
30/06/2017,2017-06-30,11.5,450,
30/06/2017,2017-06-30,11.5,336,
26/06/2017,2017-06-26,8,500,
26/06/2017,2017-06-26,8,521,
25/06/2017,2017-06-25,11.5,345,
25/06/2017,2017-06-25,14,350,
23/06/2017,2017-06-23,7.5,550,
22/06/2017,2017-06-22,8.5,550,
22/06/2017,2017-06-22,11.5,450,
19/06/2017,2017-06-19,8.5,434,
19/06/2017,2017-06-19,14,350,
17/06/2017,2017-06-17,17,325,
16/06/2017,2017-06-16,11.5,450,
11/06/2017,2017-06-11,11.5,408,
11/06/2017,2017-06-11,11.5,450,
07/06/2017,2017-06-07,11.5,450,
06/06/2017,2017-06-06,8.5,500,
05/06/2017,2017-06-05,8.5,521,
01/06/2017,2017-06-01,8,470,
01/06/2017,2017-06-01,8.5,573,
30/05/2017,2017-05-30,8.5,550,
29/05/2017,2017-05-29,8.5,444,
27/05/2017,2017-05-27,8,500,
27/05/2017,2017-05-27,8.5,521,
27/05/2017,2017-05-27,8.5,455,
24/05/2017,2017-05-24,7.5,623,
24/05/2017,2017-05-24,11.5,522,
23/05/2017,2017-05-23,8,435,
23/05/2017,2017-05-23,8,521,
23/05/2017,2017-05-23,11.5,350,
22/05/2017,2017-05-22,8.5,430,
22/05/2017,2017-05-22,15,325,
20/05/2017,2017-05-20,8,449,
18/05/2017,2017-05-18,8.5,521,
16/05/2017,2017-05-16,8.5,450,
15/05/2017,2017-05-15,14,500,
12/05/2017,2017-05-12,11.5,370,
09/05/2017,2017-05-09,8,404,
08/05/2017,2017-05-08,8.5,550,
06/05/2017,2017-05-06,8.5,415,
03/05/2017,2017-05-03,11.5,450,
03/05/2017,2017-05-03,11.5,461,
01/05/2017,2017-05-01,8.5,410,
30/04/2017,2017-04-30,11.5,400,
29/04/2017,2017-04-29,8.5,550,
28/04/2017,2017-04-28,11.5,326,
27/04/2017,2017-04-27,8.5,550,
27/04/2017,2017-04-27,11.5,360,
26/04/2017,2017-04-26,8,460,
26/04/2017,2017-04-26,11.5,375,
25/04/2017,2017-04-25,8,550,
17/04/2017,2017-04-17,8.5,500,
17/04/2017,2017-04-17,11.5,517,
16/04/2017,2017-04-16,8.5,410,
16/04/2017,2017-04-16,11.5,325,
16/04/2017,2017-04-16,15,400,
15/04/2017,2017-04-15,7.5,675,
14/04/2017,2017-04-14,11.5,387,
12/04/2017,2017-04-12,8,553,
11/04/2017,2017-04-11,8.5,500,
09/04/2017,2017-04-09,7.5,450,
05/04/2017,2017-04-05,11.5,450,
04/04/2017,2017-04-04,8,500,
02/04/2017,2017-04-02,8.5,500,
29/03/2017,2017-03-29,11.5,450,
27/03/2017,2017-03-27,8,410,
22/03/2017,2017-03-22,8,450,
21/03/2017,2017-03-21,8.5,619,
18/03/2017,2017-03-18,8,522,
17/03/2017,2017-03-17,8,450,
17/03/2017,2017-03-17,8.5,450,
12/03/2017,2017-03-12,7.5,500,
11/03/2017,2017-03-11,8,400,
07/03/2017,2017-03-07,8.5,450,
02/03/2017,2017-03-02,8.5,425,
02/03/2017,2017-03-02,8.5,450,
28/02/2017,2017-02-28,14,425,
27/02/2017,2017-02-27,8,450,
27/02/2017,2017-02-27,15,450,
27/02/2017,2017-02-27,15,450,
25/02/2017,2017-02-25,14,500,
24/02/2017,2017-02-24,8.5,450,
17/02/2017,2017-02-17,8,500,
11/02/2017,2017-02-11,7.5,500,
11/02/2017,2017-02-11,8.5,450,
07/02/2017,2017-02-07,15,340,
06/02/2017,2017-02-06,8.5,450,
05/02/2017,2017-02-05,8.5,500,
04/02/2017,2017-02-04,8.5,450,
04/02/2017,2017-02-04,15,471,
01/02/2017,2017-02-01,8,480,
28/01/2017,2017-01-28,7.5,500,
24/01/2017,2017-01-24,14,350,
23/01/2017,2017-01-23,8.5,500,
20/01/2017,2017-01-20,18,400,
19/01/2017,2017-01-19,8,500,
15/01/2017,2017-01-15,8.5,395,
15/01/2017,2017-01-15,8.5,500,
10/01/2017,2017-01-10,8,516,
08/01/2017,2017-01-08,8,500,
06/01/2017,2017-01-06,8.5,491,
04/01/2017,2017-01-04,7.5,500,
24/12/2016,2016-12-24,8,500,
22/12/2016,2016-12-22,8.5,500,
22/12/2016,2016-12-22,14,522,
21/12/2016,2016-12-21,8,491,
21/12/2016,2016-12-21,8,500,
19/12/2016,2016-12-19,8,500,
15/12/2016,2016-12-15,8.5,550,
14/12/2016,2016-12-14,8.5,500,
12/12/2016,2016-12-12,8,500,
06/12/2016,2016-12-06,8,593,
05/12/2016,2016-12-05,8,450,
01/12/2016,2016-12-01,8.5,500,
28/11/2016,2016-11-28,8,540,
27/11/2016,2016-11-27,8.5,420,
24/11/2016,2016-11-24,8,449,
18/11/2016,2016-11-18,14,466,
11/11/2016,2016-11-11,8.5,375,
08/11/2016,2016-11-08,8,400,
03/11/2016,2016-11-03,8,400,
02/11/2016,2016-11-02,8.5,390,
31/10/2016,2016-10-31,14,500,
26/10/2016,2016-10-26,8,450,
26/10/2016,2016-10-26,8,450,
25/10/2016,2016-10-25,14,395,
24/10/2016,2016-10-24,8.5,410,
22/10/2016,2016-10-22,8,450,
14/10/2016,2016-10-14,8,450,
14/10/2016,2016-10-14,8.5,624,
09/10/2016,2016-10-09,8,450,
09/10/2016,2016-10-09,8,450,
03/10/2016,2016-10-03,18,300,
02/10/2016,2016-10-02,15,375,
29/09/2016,2016-09-29,8.5,400,
28/09/2016,2016-09-28,8.5,500,
23/09/2016,2016-09-23,8,450,
17/09/2016,2016-09-17,8,450,
17/09/2016,2016-09-17,8.5,450,
15/09/2016,2016-09-15,14,465,
13/09/2016,2016-09-13,7,624,
10/09/2016,2016-09-10,7.5,500,
08/09/2016,2016-09-08,8,450,
08/09/2016,2016-09-08,8.5,500,
07/09/2016,2016-09-07,8,410,
06/09/2016,2016-09-06,8,450,
04/09/2016,2016-09-04,8.5,500,
01/09/2016,2016-09-01,8.5,500,
28/08/2016,2016-08-28,15,400,
24/08/2016,2016-08-24,7.5,600,
20/08/2016,2016-08-20,8.5,500,
20/08/2016,2016-08-20,14,450,
16/08/2016,2016-08-16,7.5,474,
16/08/2016,2016-08-16,8.5,471,
16/08/2016,2016-08-16,8.5,475,
14/08/2016,2016-08-14,8.5,450,
13/08/2016,2016-08-13,15,624,
12/08/2016,2016-08-12,8.5,450,
07/08/2016,2016-08-07,14,400,
28/07/2016,2016-07-28,8,500,
23/07/2016,2016-07-23,8,450,
22/07/2016,2016-07-22,7,500,
19/07/2016,2016-07-19,14,422,
17/07/2016,2016-07-17,8,450,
12/07/2016,2016-07-12,8,450,
09/07/2016,2016-07-09,8,500,
08/07/2016,2016-07-08,8,500,
02/07/2016,2016-07-02,8,500,
30/06/2016,2016-06-30,14,400,
30/06/2016,2016-06-30,14,400,
28/06/2016,2016-06-28,7.5,350,
27/06/2016,2016-06-27,8,450,
18/06/2016,2016-06-18,15,450,
16/06/2016,2016-06-16,8,550,
09/06/2016,2016-06-09,8,550,
08/06/2016,2016-06-08,7,500,
06/06/2016,2016-06-06,8,500,
04/06/2016,2016-06-04,8,500,
02/06/2016,2016-06-02,8,500,
02/06/2016,2016-06-02,14,450,
31/05/2016,2016-05-31,15,400,
28/05/2016,2016-05-28,8,500,
21/05/2016,2016-05-21,15,412,
17/05/2016,2016-05-17,8,450,
11/05/2016,2016-05-11,7,500,
07/05/2016,2016-05-07,8,400,
29/04/2016,2016-04-29,8,360,
27/04/2016,2016-04-27,7.5,550,
23/04/2016,2016-04-23,7.5,637,
21/04/2016,2016-04-21,8,500,
20/04/2016,2016-04-20,15,375,
18/04/2016,2016-04-18,14,457,
16/04/2016,2016-04-16,8,550,
10/04/2016,2016-04-10,7.5,500,
10/04/2016,2016-04-10,14,400,
08/04/2016,2016-04-08,14,339,
04/04/2016,2016-04-04,7.5,550,
02/04/2016,2016-04-02,8,500,
28/03/2016,2016-03-28,8,500,
27/03/2016,2016-03-27,8,512,
21/03/2016,2016-03-21,8,500,
20/03/2016,2016-03-20,8,550,
20/03/2016,2016-03-20,8,500,
17/03/2016,2016-03-17,8,400,
17/03/2016,2016-03-17,14,250,
16/03/2016,2016-03-16,7.5,500,
16/03/2016,2016-03-16,14,300,
14/03/2016,2016-03-14,8,511,
28/02/2016,2016-02-28,15,400,
23/02/2016,2016-02-23,8,500,
17/02/2016,2016-02-17,14,375,
16/02/2016,2016-02-16,7,300,
13/02/2016,2016-02-13,14,280,
12/02/2016,2016-02-12,7,240,
07/02/2016,2016-02-07,8,450,
01/02/2016,2016-02-01,7.5,500,
31/01/2016,2016-01-31,7,600,
16/01/2016,2016-01-16,8,500,
04/01/2016,2016-01-04,8,500,
29/12/2015,2015-12-29,7.5,607,
26/12/2015,2015-12-26,8,500,
24/12/2015,2015-12-24,14,450,
21/12/2015,2015-12-21,14,345,
15/12/2015,2015-12-15,7.5,550,
13/12/2015,2015-12-13,14,340,
11/12/2015,2015-12-11,8,562,
07/12/2015,2015-12-07,8,500,
07/12/2015,2015-12-07,8,500,
04/12/2015,2015-12-04,14,340,
03/12/2015,2015-12-03,7.5,550,
01/12/2015,2015-12-01,8,500,
30/11/2015,2015-11-30,14,450,
27/11/2015,2015-11-27,8,500,
26/11/2015,2015-11-26,14,355,
24/11/2015,2015-11-24,14,425,
23/11/2015,2015-11-23,14,400,
19/11/2015,2015-11-19,7.5,600,
19/11/2015,2015-11-19,8,450,
18/11/2015,2015-11-18,14,345,
14/11/2015,2015-11-14,17,550,
12/11/2015,2015-11-12,14,425,
06/11/2015,2015-11-06,8,550,
29/10/2015,2015-10-29,15,500,
25/10/2015,2015-10-25,8,525,
17/10/2015,2015-10-17,14,400,
06/10/2015,2015-10-06,8,600,
04/10/2015,2015-10-04,8,600,
15/09/2015,2015-09-15,8,600,
14/09/2015,2015-09-14,8,600,
12/09/2015,2015-09-12,8,650,
08/09/2015,2015-09-08,8,600,
08/09/2015,2015-09-08,8,550,
04/09/2015,2015-09-04,8,600,
03/09/2015,2015-09-03,7.5,600,
03/09/2015,2015-09-03,8,650,
21/08/2015,2015-08-21,8,600,
21/08/2015,2015-08-21,8,600,
20/08/2015,2015-08-20,8,575,
18/08/2015,2015-08-18,7.5,550,
13/08/2015,2015-08-13,15,475,
01/08/2015,2015-08-01,8,600,
01/08/2015,2015-08-01,8,575,
23/07/2015,2015-07-23,7.5,600,
20/07/2015,2015-07-20,15,500,
18/07/2015,2015-07-18,7.5,650,
10/07/2015,2015-07-10,8,600,
07/07/2015,2015-07-07,8,600,
04/07/2015,2015-07-04,8,550,
03/07/2015,2015-07-03,8,525,
01/07/2015,2015-07-01,7.5,650,
30/06/2015,2015-06-30,8,550,
28/06/2015,2015-06-28,8,500,
26/06/2015,2015-06-26,7,550,
25/06/2015,2015-06-25,14,650,
22/06/2015,2015-06-22,14,650,
21/06/2015,2015-06-21,7.5,600,
11/06/2015,2015-06-11,14,380,
09/06/2015,2015-06-09,7.5,500,
09/06/2015,2015-06-09,8,650,
06/06/2015,2015-06-06,15,500,
05/06/2015,2015-06-05,7,615,
05/06/2015,2015-06-05,7.5,600,
04/06/2015,2015-06-04,7.5,620,
04/06/2015,2015-06-04,7.5,620,
04/06/2015,2015-06-04,14,500,
04/06/2015,2015-06-04,15,500,
03/06/2015,2015-06-03,7.5,600,
03/06/2015,2015-06-03,14,500,
02/06/2015,2015-06-02,14,500,
02/06/2015,2015-06-02,14,500,
31/05/2015,2015-05-31,7,260,
31/05/2015,2015-05-31,8,616,
